Marital status,Application order,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,1,1,1,140,19,19,124.3,1,0,0,1,0,1,18,0,0,5,8,4,10.75,0,0,5,5,5,13,0,12.4,0.5,1.79,Graduate
1,1,1,1,116,19,19,111.1,1,0,0,1,0,1,18,0,0,6,9,6,11.3333333333333,0,0,6,9,6,11.8333333333333,0,8.9,1.4,3.51,Graduate
1,1,1,39,150,38,37,150,1,0,0,1,0,1,21,0,2,7,15,3,13,2,1,5,12,5,13.2857142857143,1,10.8,1.4,1.74,Graduate
1,1,1,1,147,38,19,147.3,0,0,0,1,0,0,18,0,0,7,7,6,13.9666666666667,0,0,7,7,6,13.9666666666667,0,7.6,2.6,0.32,Graduate
1,1,1,1,162,19,1,147.5,1,0,0,1,0,1,18,0,0,8,8,8,14.14125,0,0,8,8,8,14.14125,0,9.4,-0.8,-3.12,Graduate
1,2,1,1,108,37,37,108,1,0,0,1,0,1,20,0,0,6,10,4,11.6,0,0,6,10,4,11.75,0,12.7,3.7,-1.7,Graduate
2,1,1,2,130,37,37,130,0,0,0,1,0,1,32,0,0,8,8,8,14.6625,0,0,8,8,8,14.6625,0,9.4,-0.8,-3.12,Graduate
2,1,0,1,140,37,37,130,0,0,0,1,0,0,34,0,0,5,5,0,0,0,0,5,5,0,0,0,9.4,-0.8,-3.12,Enrolled
1,2,1,1,116,19,37,109,1,0,0,1,0,1,23,0,0,7,8,6,12.9933333333333,0,0,8,9,8,12.66875,0,11.1,0.6,2.02,Graduate
1,5,1,1,120,4,1,112,1,0,0,1,0,0,18,0,0,6,10,4,11.25,0,0,6,11,5,12.2,0,8.9,1.4,3.51,Enrolled
1,1,0,1,132,37,19,121.2,0,0,0,1,0,0,18,0,0,6,8,5,12.2,0,0,6,10,5,12.8,0,10.8,1.4,1.74,Graduate
1,1,1,2,140,37,37,140,1,0,0,1,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Dropout
1,1,0,1,120,1,1,119.5,0,0,1,1,0,0,25,1,2,6,6,6,11.3333333333333,0,0,6,6,4,11.75,0,8.9,1.4,3.51,Enrolled
1,1,1,1,136,37,38,125.9,0,0,0,1,0,0,21,0,0,5,7,5,12.2,0,0,5,7,5,11.8,0,11.1,0.6,2.02,Graduate
1,1,1,1,133,19,9,121.5,1,0,0,1,0,1,20,0,0,6,12,0,0,0,0,6,12,0,0,0,7.6,2.6,0.32,Dropout
1,5,1,1,126,30,19,121.5,1,0,0,1,0,0,18,0,0,6,8,6,11.3333333333333,0,0,6,6,6,11.6666666666667,0,7.6,2.6,0.32,Graduate
1,1,1,1,142,3,37,132.4,1,0,0,1,0,0,18,0,0,6,8,6,13.8571428571429,0,0,6,15,6,13.1,0,12.4,0.5,1.79,Graduate
1,1,1,1,121,37,37,122.4,0,0,0,1,0,0,18,0,0,6,7,6,12.8571428571429,0,0,6,6,6,13.3333333333333,0,13.9,-0.3,0.79,Graduate
1,1,0,1,134,37,38,110,1,0,0,1,0,0,24,0,0,6,10,1,10,0,0,6,12,0,0,0,9.4,-0.8,-3.12,Dropout
1,1,1,1,140,19,19,120.4,0,0,1,0,0,0,32,0,14,15,17,14,10.2142857142857,0,13,13,13,13,11.3846153846154,0,16.2,0.3,-0.92,Graduate
1,1,1,1,133.1,1,1,105,1,0,1,0,0,0,24,0,0,6,14,6,11.2857142857143,0,0,6,16,3,10.3333333333333,0,8.9,1.4,3.51,Dropout
1,1,1,1,157,38,37,137.8,0,0,0,1,0,1,18,0,0,6,6,6,13.8333333333333,0,0,6,7,0,0,0,15.5,2.8,-4.06,Dropout
1,1,1,1,120,38,38,118,0,0,0,1,0,0,28,0,0,6,8,6,12.8571428571429,0,0,6,8,5,12.6,0,8.9,1.4,3.51,Graduate
1,5,1,1,134,19,38,122.1,1,0,0,1,0,1,18,0,0,6,8,6,11.6666666666667,0,0,6,9,4,12,0,10.8,1.4,1.74,Dropout
1,1,1,3,140,34,34,140,1,0,0,0,0,0,24,0,0,6,12,0,0,0,0,5,10,0,0,0,9.4,-0.8,-3.12,Dropout
1,1,1,1,133,1,37,143.2,0,0,0,1,0,0,19,0,0,5,7,5,14.4,0,0,5,6,5,13.2,0,7.6,2.6,0.32,Graduate
2,1,0,1,146,37,37,120.5,0,0,0,1,0,0,44,0,0,6,6,6,14.8333333333333,0,0,6,6,6,14.1666666666667,0,10.8,1.4,1.74,Graduate
1,3,1,1,130,37,37,119.5,1,0,0,1,0,1,18,0,0,6,14,6,14.3333333333333,0,0,6,9,6,12,0,15.5,2.8,-4.06,Graduate
1,1,1,1,151,37,37,147.5,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Graduate
1,6,1,1,133.1,1,1,129.6,0,0,0,1,0,0,22,0,0,6,0,0,0,0,0,6,0,0,0,0,7.6,2.6,0.32,Dropout
1,1,1,1,132,37,37,126.1,0,0,0,1,0,1,18,0,0,7,9,6,12.3333333333333,0,0,7,7,6,12.6666666666667,0,11.1,0.6,2.02,Graduate
2,1,0,1,110,37,37,160,0,0,0,1,0,0,44,0,0,5,5,5,11.8,0,0,5,5,5,12.4,0,15.5,2.8,-4.06,Graduate
5,1,1,19,133.1,38,1,105.5,0,0,1,1,0,0,33,0,0,6,7,5,13.2,0,0,6,7,5,10.6,0,7.6,2.6,0.32,Dropout
2,1,1,1,110,37,37,95.5,0,0,1,0,0,0,32,0,0,6,6,0,0,0,0,5,10,0,0,0,10.8,1.4,1.74,Dropout
2,1,1,1,133.1,19,19,107.5,0,0,0,0,0,0,35,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,Dropout
1,1,1,1,105,19,19,106.1,1,0,0,1,0,0,20,0,0,6,6,6,11.5,0,0,6,7,6,13.2857142857143,0,11.1,0.6,2.02,Graduate
1,1,1,1,160,3,1,116.3,1,0,0,1,0,0,24,0,0,6,8,5,12.6,0,0,6,7,5,12.2,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,144,38,1,137.4,0,0,0,1,0,0,19,0,0,7,7,7,13.5428571428571,0,0,8,9,8,14.2222222222222,0,16.2,0.3,-0.92,Graduate
1,1,1,1,100,19,19,101.8,1,0,0,1,0,0,21,0,0,6,8,5,11.6,0,0,6,6,5,13,0,12.4,0.5,1.79,Enrolled
1,2,1,1,143,1,1,144.1,1,0,0,1,1,1,19,0,0,6,7,6,13.6666666666667,0,0,6,6,6,13.8333333333333,0,12.7,3.7,-1.7,Graduate
1,1,1,1,160,19,1,107.8,1,0,0,0,1,0,27,0,0,6,10,0,0,0,0,6,8,0,0,0,15.5,2.8,-4.06,Dropout
1,1,1,1,140,19,1,128.2,0,0,0,0,0,0,30,0,0,6,0,0,0,0,0,6,0,0,0,0,12.7,3.7,-1.7,Dropout
1,4,1,1,133.1,38,38,117,1,0,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Dropout
1,1,1,1,116,1,12,110.4,1,0,0,1,1,0,19,0,0,6,6,6,11.5,0,0,6,8,6,12.2857142857143,0,8.9,1.4,3.51,Graduate
2,1,0,1,120,37,37,170,0,0,0,1,0,0,34,0,0,5,12,2,11.5,0,0,5,9,4,11.75,0,9.4,-0.8,-3.12,Enrolled
1,1,1,1,141,4,19,100,0,0,0,1,1,0,18,0,0,7,7,7,11.8285714285714,0,0,8,10,7,12.9125,0,13.9,-0.3,0.79,Graduate
1,1,1,1,110,3,2,117,1,0,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Graduate
1,2,1,1,127,3,39,133.5,1,0,0,1,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Enrolled
1,1,1,1,132,19,37,128,1,0,0,1,0,1,19,0,0,7,7,6,12.9666666666667,0,0,7,7,6,12.9666666666667,0,7.6,2.6,0.32,Graduate
1,1,1,1,135,37,38,122.1,1,0,0,1,1,0,18,0,0,6,6,6,13.8333333333333,0,0,6,6,6,13.6666666666667,0,12.7,3.7,-1.7,Graduate
1,2,1,1,135,19,19,133.4,1,0,0,1,0,0,19,0,0,7,7,7,14.1257142857143,0,0,8,8,8,14.36875,0,11.1,0.6,2.02,Graduate
4,1,1,1,140,38,37,112,0,0,1,1,0,0,45,0,4,10,12,5,12.1666666666667,4,2,8,8,0,0,2,12.7,3.7,-1.7,Dropout
1,1,1,1,133.1,19,37,130,1,0,0,1,0,0,26,0,0,6,17,6,12.6666666666667,0,0,6,21,4,12.25,0,15.5,2.8,-4.06,Graduate
2,2,0,1,100,37,37,100,1,0,0,1,1,0,51,0,0,4,4,0,0,0,0,5,0,0,0,0,12.7,3.7,-1.7,Dropout
2,1,1,19,133.1,37,37,162,0,0,1,1,1,1,49,0,0,6,8,6,12.2857142857143,0,0,6,7,6,14.1666666666667,0,10.8,1.4,1.74,Graduate
1,1,1,1,100,3,19,153,0,0,0,1,1,0,22,0,3,6,7,3,14.5,0,4,7,8,4,14.375,0,15.5,2.8,-4.06,Enrolled
1,1,1,1,137,1,37,131.4,1,0,0,1,1,0,22,0,0,5,8,2,10,0,0,5,7,1,10,0,7.6,2.6,0.32,Dropout
2,1,1,3,120,3,3,128.2,0,0,0,1,0,0,33,0,1,5,11,2,11.5,1,1,5,8,2,12,0,9.4,-0.8,-3.12,Dropout
1,1,1,1,148.9,37,37,148.9,0,0,0,1,0,0,20,1,0,5,6,5,11.6,0,0,5,6,4,11.5,0,9.4,-0.8,-3.12,Graduate
1,4,1,1,134,38,19,128.4,1,0,0,1,0,1,18,0,0,6,6,6,12.5,0,0,6,6,6,11.6666666666667,0,10.8,1.4,1.74,Graduate
1,5,1,1,128,38,37,120.3,1,0,1,0,0,0,20,0,0,6,9,3,11.6666666666667,0,0,6,10,2,11,0,10.8,1.4,1.74,Dropout
2,1,0,1,133.1,38,37,100,0,0,0,1,0,0,37,1,5,10,11,7,13.4285714285714,0,5,10,11,10,11.6,0,8.9,1.4,3.51,Graduate
1,1,1,1,131,37,1,126.1,1,0,0,1,1,0,18,1,0,6,6,6,13.6666666666667,0,0,6,6,6,13.5,0,7.6,2.6,0.32,Graduate
1,3,1,1,118,1,19,111.7,1,0,0,1,0,0,19,0,0,6,6,6,12.5,0,0,6,6,6,12.1666666666667,0,12.4,0.5,1.79,Graduate
1,1,1,39,140,1,19,140,1,0,0,1,0,0,21,0,2,6,7,6,13,0,1,6,15,4,12.8,0,12.4,0.5,1.79,Graduate
1,2,1,1,133,19,1,122.2,0,0,0,1,0,0,20,0,0,7,9,6,12.7833333333333,0,0,8,9,7,12.8428571428571,0,13.9,-0.3,0.79,Graduate
1,2,1,1,126,37,1,118.7,1,0,0,1,0,0,19,0,0,7,0,0,0,0,0,8,0,0,0,0,13.9,-0.3,0.79,Dropout
1,2,1,1,125,38,19,121.5,1,0,0,1,0,0,20,0,0,7,13,4,13.5,0,0,7,11,4,11.225,0,11.1,0.6,2.02,Dropout
1,4,1,1,138,3,1,134.5,1,0,0,1,0,0,18,0,0,7,7,7,13.4571428571429,0,0,8,8,8,15.125,0,13.9,-0.3,0.79,Graduate
1,4,1,1,140,1,19,127,1,0,0,1,0,0,19,0,0,8,8,7,13.4428571428571,0,0,8,8,7,13.4428571428571,0,12.7,3.7,-1.7,Graduate
1,1,1,1,124,37,38,114.2,0,0,0,1,0,0,18,0,0,6,13,4,11,0,0,6,12,5,10.8333333333333,0,15.5,2.8,-4.06,Graduate
1,1,1,1,133,38,38,125.3,1,0,0,1,0,1,18,0,0,6,6,6,11.3333333333333,0,0,6,7,6,12.2857142857143,0,15.5,2.8,-4.06,Graduate
1,2,1,1,127,1,19,120.4,1,0,0,1,0,0,18,0,0,5,7,2,10,0,0,1,1,0,0,0,12.7,3.7,-1.7,Dropout
1,6,1,1,138,1,38,123,1,0,0,1,0,0,19,0,0,7,10,5,13.44,0,0,7,8,6,13.0666666666667,0,12.4,0.5,1.79,Enrolled
1,2,1,1,142,1,19,130.5,1,0,0,1,0,1,18,0,0,7,8,7,12.2142857142857,0,0,8,8,8,14.0625,0,16.2,0.3,-0.92,Graduate
1,1,1,1,130,37,19,125.5,1,0,0,1,0,1,19,1,0,6,6,6,14.1666666666667,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate
1,1,1,42,130,1,19,133.8,0,0,1,1,0,1,24,0,7,12,13,12,12.8461538461539,0,5,11,13,11,12.6363636363636,0,8.9,1.4,3.51,Graduate
1,1,1,39,150,37,37,150,0,0,0,1,0,0,20,0,2,6,8,6,13,0,1,6,18,2,12,0,12.4,0.5,1.79,Enrolled
1,1,1,1,127,1,19,130.5,1,0,0,1,0,1,21,0,0,5,6,5,12.8,1,0,5,7,4,11.25,0,9.4,-0.8,-3.12,Graduate
1,1,1,39,140,38,37,140,0,0,1,0,0,0,20,0,1,6,13,4,13,0,1,6,11,5,12,0,16.2,0.3,-0.92,Dropout
1,6,1,1,126,19,37,119.4,1,0,0,1,0,1,19,0,0,7,7,7,13.3714285714286,0,0,8,9,8,13.6666666666667,0,16.2,0.3,-0.92,Graduate
1,5,1,1,139,19,19,121.3,1,0,0,1,0,1,19,0,0,7,8,7,13.3857142857143,0,0,8,8,8,13.3875,0,10.8,1.4,1.74,Graduate
1,3,1,1,141,1,1,126.3,1,0,0,1,0,0,18,0,0,8,8,7,13.3285714285714,0,0,8,8,7,13.3285714285714,0,12.7,3.7,-1.7,Graduate
1,1,1,1,120,38,38,111.6,1,0,0,1,0,0,19,0,0,6,12,5,14,0,0,6,14,5,11,0,16.2,0.3,-0.92,Graduate
1,4,1,1,120,38,19,111.3,1,0,0,1,0,0,21,0,0,5,5,5,12.6,0,0,5,5,5,13.2,0,8.9,1.4,3.51,Graduate
1,2,1,1,134,1,38,122.5,1,0,0,1,0,1,19,0,0,6,7,6,14,0,0,6,6,6,15,0,15.5,2.8,-4.06,Graduate
1,5,1,1,128,19,1,116.5,1,0,0,1,0,1,18,0,0,6,7,6,13.4285714285714,0,0,6,6,6,12.6666666666667,0,8.9,1.4,3.51,Graduate
1,5,1,1,133,4,1,132,1,1,0,1,0,1,17,0,0,6,6,6,13,0,0,6,6,6,12.5,0,15.5,2.8,-4.06,Graduate
1,4,1,1,123,19,38,123.7,1,0,0,1,0,0,19,0,0,6,8,5,12.6666666666667,0,0,6,8,5,11,0,15.5,2.8,-4.06,Enrolled
1,6,1,1,118,37,1,117,1,0,0,0,1,0,23,0,0,5,9,3,10,1,0,5,9,3,12.3333333333333,0,9.4,-0.8,-3.12,Dropout
1,1,1,1,113,1,37,116.5,1,0,0,1,0,0,19,0,0,6,7,6,12.8333333333333,0,0,6,10,6,11.7777777777778,0,8.9,1.4,3.51,Graduate
1,1,1,1,135,19,3,121.5,1,0,0,1,0,0,18,0,0,7,7,6,12.9166666666667,0,0,7,7,6,12.9166666666667,0,7.6,2.6,0.32,Graduate
1,1,1,1,133.1,38,38,105,1,0,0,1,0,0,20,0,0,6,9,6,13.2857142857143,0,0,6,8,5,13.8,0,15.5,2.8,-4.06,Graduate
1,3,1,1,130,1,19,121.3,1,0,0,1,0,1,19,0,0,5,6,5,14.6,0,0,5,5,5,13.8,0,10.8,1.4,1.74,Graduate
1,1,1,1,135,19,38,136.1,1,0,0,1,0,1,18,0,0,6,6,6,14,0,0,6,6,6,13.6666666666667,0,12.4,0.5,1.79,Graduate
1,2,1,1,133,37,37,123.6,0,0,0,1,0,1,19,0,0,6,7,6,14.1428571428571,0,0,6,6,6,15,0,13.9,-0.3,0.79,Graduate
1,4,1,1,123,38,1,129,1,0,0,1,0,0,19,0,0,6,8,6,11.6666666666667,0,0,6,6,6,12.3333333333333,0,10.8,1.4,1.74,Graduate
1,1,1,1,145,19,37,136.8,1,0,0,1,0,0,18,0,0,8,9,8,14.3775,1,0,8,9,8,14.3775,1,9.4,-0.8,-3.12,Graduate
1,2,1,1,146,3,3,133.4,1,0,0,1,0,0,18,0,0,7,8,7,12.5,0,0,8,9,7,13.0428571428571,0,13.9,-0.3,0.79,Graduate
1,5,1,1,144,38,38,136,1,0,0,1,0,1,19,0,0,7,7,6,14.15,0,0,7,7,6,14.15,0,7.6,2.6,0.32,Graduate
1,1,1,1,144,38,37,125.8,0,0,0,1,0,1,19,0,0,8,12,7,12.4714285714286,0,0,8,12,7,12.4714285714286,0,12.7,3.7,-1.7,Graduate
1,1,1,1,131,4,4,120.5,0,0,0,1,0,0,19,0,0,7,7,6,14.15,0,0,7,7,6,14.15,0,7.6,2.6,0.32,Graduate
1,2,1,1,141,37,37,130.2,1,0,0,1,0,0,21,0,0,7,11,7,14.0722222222222,0,0,8,8,8,14.0475,0,15.5,2.8,-4.06,Graduate
1,3,1,1,138,3,1,135.9,1,0,0,1,0,0,18,0,0,6,7,6,14.8571428571429,0,0,6,6,6,14.6666666666667,0,13.9,-0.3,0.79,Graduate
1,1,1,1,127,19,37,116.5,0,0,0,1,0,1,19,0,0,6,7,6,14.2857142857143,0,0,6,6,6,13.1666666666667,0,11.1,0.6,2.02,Graduate
1,4,1,1,124,19,37,124,0,0,0,0,0,0,18,0,0,4,4,0,0,0,0,4,4,0,0,0,12.7,3.7,-1.7,Dropout
1,1,0,3,140,1,1,140,0,0,0,1,0,0,30,0,0,6,0,0,0,0,0,6,0,0,0,0,10.8,1.4,1.74,Dropout
1,1,1,1,157,3,2,150.9,1,0,0,1,0,0,18,0,0,6,8,6,15,0,0,6,8,5,15.1666666666667,0,13.9,-0.3,0.79,Dropout
1,3,1,1,129,19,19,127.3,1,0,0,1,0,1,20,0,0,7,7,6,12.6333333333333,0,0,7,7,6,12.6333333333333,0,7.6,2.6,0.32,Graduate
1,1,1,19,133.1,1,1,100,0,0,1,0,0,0,25,0,0,5,5,5,11.2,0,0,5,5,5,12.6,0,9.4,-0.8,-3.12,Dropout
1,5,1,1,142,38,37,128.8,1,0,0,1,0,0,18,0,0,7,7,6,14.2333333333333,0,0,7,7,6,14.2333333333333,0,7.6,2.6,0.32,Graduate
5,3,1,1,133,19,19,119.7,1,0,0,1,0,0,21,0,0,5,13,5,12.2,2,0,5,10,3,11.3333333333333,1,9.4,-0.8,-3.12,Enrolled
1,1,1,1,156,5,4,140.8,0,0,0,1,0,0,18,0,0,8,8,7,15.7,0,0,8,8,7,15.7,0,12.7,3.7,-1.7,Graduate
1,1,1,1,151,37,37,138,1,0,0,1,0,0,18,0,0,7,7,6,15.2,0,0,7,7,6,15.2,0,7.6,2.6,0.32,Graduate
1,1,1,1,135,3,3,132.9,1,0,0,0,0,0,29,0,0,6,9,6,16.3333333333333,0,0,6,8,5,15.6,0,12.7,3.7,-1.7,Dropout
1,1,1,1,140,3,3,140,0,0,0,1,0,0,20,0,10,17,29,14,12.5625,4,7,12,24,12,12.8571428571429,1,15.5,2.8,-4.06,Graduate
1,1,1,3,140,3,1,140,0,0,0,1,0,0,26,0,0,7,0,0,0,0,0,8,0,0,0,0,13.9,-0.3,0.79,Dropout
1,2,1,1,100,38,1,99.3,1,0,0,1,0,0,21,0,0,6,8,5,12.4,0,0,6,6,6,12,0,12.4,0.5,1.79,Graduate
1,1,1,1,126,37,19,119.3,0,0,0,1,0,1,19,0,0,8,9,8,13.78125,1,0,8,9,8,13.78125,1,9.4,-0.8,-3.12,Graduate
1,2,1,1,123,19,19,113.2,1,0,1,1,0,0,19,0,0,6,10,6,12.1666666666667,0,0,6,8,5,11.6666666666667,0,16.2,0.3,-0.92,Dropout
1,1,1,1,133.1,38,38,117,0,0,0,1,0,0,21,0,0,6,8,5,11.8,0,0,6,8,5,11.8333333333333,0,15.5,2.8,-4.06,Enrolled
1,1,0,1,137,1,1,123,0,0,1,1,0,0,20,0,0,6,13,4,10.8,0,0,6,15,4,12,0,16.2,0.3,-0.92,Graduate
1,6,1,1,138,37,37,127.2,1,0,0,1,0,1,18,0,0,7,8,7,13.26,0,0,8,8,8,14.28625,0,15.5,2.8,-4.06,Graduate
1,2,1,1,128,34,19,141,1,0,0,0,0,0,20,0,0,6,10,4,12,0,0,6,15,3,10.6666666666667,0,7.6,2.6,0.32,Dropout
1,1,1,1,136,19,38,121.7,0,1,0,1,0,1,20,0,0,6,9,6,11.875,0,0,6,7,6,14.4285714285714,0,16.2,0.3,-0.92,Graduate
1,1,1,1,127,19,19,121.1,0,0,0,1,0,1,18,0,0,7,11,5,12.16,0,0,7,7,2,13.4,0,16.2,0.3,-0.92,Enrolled
1,1,1,1,145,1,1,146.1,1,0,0,1,0,0,18,0,0,6,6,1,15,0,0,6,7,4,12.5,0,9.4,-0.8,-3.12,Enrolled
1,1,1,1,140,37,37,142.5,1,0,0,1,0,0,18,0,0,6,6,6,13.3333333333333,0,0,6,9,5,13.2,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,138,2,19,126.8,1,0,0,1,0,0,18,0,0,5,12,2,11.5,0,0,5,12,3,11.8,2,10.8,1.4,1.74,Enrolled
1,1,1,39,150,3,3,150,1,0,0,1,0,0,22,0,2,6,7,6,14.4285714285714,0,1,6,9,5,13,0,13.9,-0.3,0.79,Graduate
1,3,1,39,150,1,19,150,1,0,0,1,0,0,19,0,0,5,10,1,13,1,0,5,8,3,15.3333333333333,0,12.7,3.7,-1.7,Enrolled
1,1,1,1,131,19,1,134.5,1,0,0,1,0,1,19,0,0,6,7,6,15,0,0,6,8,6,14.3333333333333,0,12.4,0.5,1.79,Graduate
1,2,1,1,136,19,19,129.5,1,0,0,1,0,0,18,0,0,7,9,7,15.1555555555556,0,0,8,8,8,16.8,0,12.7,3.7,-1.7,Graduate
1,1,1,1,117,38,38,113.2,1,0,1,1,0,0,20,0,0,6,8,6,10.6666666666667,0,0,6,7,6,11.8571428571429,0,11.1,0.6,2.02,Graduate
1,1,1,1,158,38,37,140.2,1,0,0,1,0,0,18,0,0,6,9,5,11,0,0,6,9,4,11.25,0,10.8,1.4,1.74,Dropout
1,2,1,1,129,1,19,119.2,1,0,0,1,0,0,21,0,0,6,0,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,Dropout
1,1,1,1,140,1,19,140.7,0,0,0,1,0,0,19,0,0,6,7,6,12.2857142857143,0,0,6,7,6,12,0,12.4,0.5,1.79,Graduate
1,5,1,1,141,38,38,142.3,1,0,0,1,0,0,18,0,0,8,8,8,12.82875,0,0,8,8,8,12.82875,0,9.4,-0.8,-3.12,Dropout
1,4,1,1,132,12,12,129.9,1,0,0,1,0,0,18,1,0,6,6,6,12.6666666666667,0,0,6,8,5,14.4,0,7.6,2.6,0.32,Graduate
1,1,1,1,133,1,1,134.8,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Enrolled
1,1,1,1,109,19,19,104.1,1,0,1,0,0,1,21,0,0,6,16,2,13,0,0,6,8,0,0,0,15.5,2.8,-4.06,Dropout
1,1,1,1,135,1,38,122.4,0,0,1,1,0,0,19,0,0,5,10,5,10.875,0,0,5,8,4,12.4,0,13.9,-0.3,0.79,Graduate
1,1,1,1,122,37,37,120.6,1,0,0,1,0,1,19,0,0,5,5,5,12.8,0,0,5,8,5,11.6,0,9.4,-0.8,-3.12,Graduate
1,3,1,1,118,1,19,112.4,1,0,0,1,0,0,19,0,0,6,10,5,11.2857142857143,0,0,6,7,0,0,0,16.2,0.3,-0.92,Dropout
1,1,1,1,174,5,3,157.9,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Graduate
1,1,1,1,142,38,38,125.9,0,0,0,1,0,1,19,0,0,6,0,0,0,0,0,6,11,1,10,0,10.8,1.4,1.74,Dropout
1,2,1,1,131,38,1,118.4,1,0,0,1,0,1,20,0,0,7,9,6,13.7666666666667,0,0,8,9,8,13.7444444444444,0,16.2,0.3,-0.92,Dropout
1,3,1,1,139,18,18,130.8,1,0,0,0,0,0,18,0,0,8,9,6,12.7583333333333,1,0,8,9,6,12.7583333333333,1,9.4,-0.8,-3.12,Dropout
1,1,1,1,170,19,19,176.7,1,0,0,1,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,Dropout
1,1,1,1,182,19,1,156.8,1,0,0,1,0,0,18,0,0,6,6,6,12.6666666666667,0,0,6,8,6,13.25,0,10.8,1.4,1.74,Graduate
1,1,1,1,125,19,37,126.8,0,0,0,1,0,0,18,0,0,6,13,6,12,0,0,6,16,4,12.75,0,11.1,0.6,2.02,Enrolled
1,1,1,1,142,1,37,128,0,0,0,1,0,1,19,0,0,6,8,6,12.25,0,0,6,8,6,12,0,16.2,0.3,-0.92,Graduate
1,2,1,1,119,19,37,113.8,1,0,0,1,0,0,20,0,0,5,8,3,11.3333333333333,0,0,5,8,5,12.2,0,7.6,2.6,0.32,Graduate
1,5,1,1,128,1,1,120.8,1,0,0,1,0,1,19,0,0,7,9,7,13.5071428571429,0,0,8,12,8,13.05,0,16.2,0.3,-0.92,Graduate
1,3,1,1,150,19,38,130.8,1,0,0,1,0,0,18,0,0,8,8,7,13.6142857142857,0,0,8,8,7,13.6142857142857,0,12.7,3.7,-1.7,Graduate
1,1,1,1,133.1,19,1,101,0,0,1,1,0,0,25,0,0,6,6,0,0,0,0,6,6,0,0,0,15.5,2.8,-4.06,Dropout
1,5,1,1,131,37,37,126.1,1,0,0,0,0,0,18,0,0,6,9,4,11.5,1,0,6,6,6,12.1666666666667,0,7.6,2.6,0.32,Graduate
1,5,1,1,118,38,19,113.8,1,0,0,1,0,0,19,0,0,6,7,6,12.3333333333333,0,0,6,7,6,12.5,0,8.9,1.4,3.51,Graduate
1,2,1,1,122,19,38,118.3,1,0,0,1,0,1,19,0,0,7,7,7,11.9714285714286,0,0,8,8,8,14.4375,0,15.5,2.8,-4.06,Graduate
1,1,1,1,116,19,19,127.9,0,0,1,0,0,1,20,0,0,5,12,2,13,1,0,5,13,2,11.5,0,9.4,-0.8,-3.12,Dropout
1,5,1,1,137,1,1,131.1,1,0,0,1,0,0,18,0,0,7,9,7,12.3857142857143,0,0,8,9,7,12.7285714285714,0,13.9,-0.3,0.79,Enrolled
1,4,1,1,128,38,37,117.9,1,0,0,1,0,0,20,0,0,5,12,2,13.5,0,0,5,12,5,11.2857142857143,1,10.8,1.4,1.74,Graduate
1,1,1,1,123,1,1,115.7,1,0,0,1,0,0,21,0,0,6,8,6,12.1666666666667,0,0,6,7,6,13.2857142857143,0,11.1,0.6,2.02,Graduate
1,2,1,1,133.1,3,1,141,1,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,Graduate
2,1,0,12,110,37,37,120,0,0,0,1,0,0,42,0,0,6,6,6,11.6666666666667,0,0,6,6,6,13.6666666666667,0,10.8,1.4,1.74,Graduate
1,1,1,1,143,3,3,131.8,1,0,1,0,0,0,18,0,0,6,9,5,12.4,0,0,6,12,5,14.1666666666667,0,8.9,1.4,3.51,Enrolled
1,1,1,1,150,37,37,131.1,0,0,0,1,0,1,19,0,0,6,7,5,13.4,0,0,6,6,6,12.8333333333333,0,15.5,2.8,-4.06,Graduate
1,6,1,1,129,38,19,117.8,1,0,0,1,0,0,18,0,0,6,11,6,12,0,0,6,11,4,12.5,0,8.9,1.4,3.51,Graduate
