mol_id,log(IGC50-1),MWt,MolVol,VMcGowan,N_Atoms,N_Carbon,N_Ntrgen,N_Oxygen,N_Sulfur,N_Fluorn,N_Chlorn,N_Bromin,N_Iodine,N_Halogen,N_Bonds,N_FrRotB,F_SgleB,F_DbleB,F_TpleB,F_AromB,F_AFRBWF,N_Rings,N_AromR,N_AlipR,N_Pisyms,N_IsolLP,Herndon,X0,X1,X2,Kappa1,Kappa2,Kappa3,Wiener,T_RDmtr,Blbn_J,Blbn_MSD,SsCH3,SssCH2,SsssCH,SssssC,SdCH2,SdsCH,SdssC,SaaCH,SaasC,SaaaC,StCH,SddC,StsC,SsNH2,SssNH,SsssN,SdsN,SaaN,SddsN,StN,SsOH,SssO,SsO-,SdO,SddssS,SsSH,SssS,SdssS,SdS,SaaS,SsF,SsCl,SsBr,SsI,SHsOH,SHsNH2,SHssNH,SHsSH,SHCH_321,SHdCH2,SHdsCH,SHaaCH,SHtCH,AlHdrxl_-OH,ArHdrxl_-OH,Carbonyl_C=O,Ether___-O-,PriAmine_-NH2,PriAmAli_-NH2,PriAmAro_-NH2,SecAmine_>NH,TerAmine_>N-,ArNitrog_=N-,Nitrile_C#N,Thiol___-SH,Sulfide_-S-,Oxime___=N-O-,Hdrzine_>N-N<,Sulfoxde_>S=O,Nitro___-NO2,Sulfone_>S(=O)=O,Sulfite_-SO3<,Sulfate_-OSO3,AlCbxyl_-COOH,Ester___C(=O)OC,Amide___C(=O)N<,Thioamd_C(=S)N<,Isothcnt_-N=C=S,Carbmte_>NC(=O)O<,M_CX,M_NO,M_PRX,M_UB,M_HB,M_POL,M_RNG,M_NO2,M_NCS,H_AlAlco,H_AlAcid,H_Phenol,H_AlPyri,H_Nitrle,H_Nitro,H_MultiN,T_Rgrav,T_Rgeom,T_Radmax,T_Dipole,T_PSA,T_Grav3,IHB,PHB,HBD,HBA,HBDo,HBAo,HBDn,HBAn,HBDch,HBAch,HBDoch,HBAoch,HBDnch,HBAnch,ABSQ,ABSQon,MaxQ,MinQ,NPA_ABSQ,NPA_AQon,NPA_AQh,NPA_AQc,NPA_MaxQ,NPA_MinQ,NPA_Q1,NPA_Q2,NPA_Q3,NPA_Q4,NPA_Q5,NPA_Q6,EEM_AFon,EEM_AFc,EEM_AFpl,EEM_AFnp,EEM_MaxF,EEM_XFon,EEM_NFon,EEM_XFh,EEM_XFc,EEM_NFc,EEM_XFpl,EEM_NFpl,EEM_XFnp,EEM_NFnp,EEM_F1,EEM_F2,EEM_F3,EEM_F4,EEM_F5,EEM_F6,Pi_ABSQ,Pi_AQo,Pi_AQn,Pi_AQc,Pi_MaxQ,Pi_MinQ,Pi_Q1,Pi_Q2,Pi_Q3,Pi_Q4,Pi_Q5,Pi_Q6,Pi_AFPlc,Pi_AFMic,Pi_MaxFPl,Pi_MaxFMi,Pi_FPl1,Pi_FPl2,Pi_FPl3,Pi_FPl4,Pi_FPl5,Pi_FPl6,Pi_FMi1,Pi_FMi2,Pi_FMi3,Pi_FMi4,Pi_FMi5,Pi_FMi6,EqualChi,EqualEta,Elephity,N_Electr,PolarizG,PolarizM,N_IoAcAt,N_IoBaAt,FAnion,FCation,FUnion,FZwitter,QAvgNeg,QAvgPos,F_NLP,F_HBP
mol_594,2.71,163.24233,147,190.68,11,9,1,0,1,0,0,0,0,0,11,2,0.272727273,0.181818182,0,0.545454545,0.363636364,1,1,0,3,0,0.821379409,8.104448007,5.342535255,4.164049115,9.090909091,4.792899408,2.844444444,164,0.636363636,2.205018319,3.362899182,1.994675926,0,0.133055556,0,0,0,0,10.02230111,1.171157407,0,0,2.374278156,0,0,0,0,3.95962963,0,0,0,0,0,0,0,0,0,0,0,4.511568878,0,0,0,0,0,0,0,0,0,1.483527778,0,0,5.804558359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,2.458190813,2.267266166,3.662526756,7.10E-002,44.45,1.28E+01,0,0,0,1,0,0,0,1,0,-0.434030924,0,0,0,-0.434030924,1.180499683,0.224963342,8.26E-002,-0.224963342,4.35E+00,0.434030924,1.885764075,2.016175544,0.256418522,-0.587368994,0.190684943,-0.211050345,3.08E-002,-0.260597718,-1.04E-01,2.96E-002,4.16E-002,6.91E-01,4.16E-02,0.812605119,1.21E-01,4.16E-002,4.16E-002,1.70E-02,1.04E-01,5.02E-02,4.16E-002,4.16E-02,1.21E-01,5.02E-02,5.84E-002,7.91E-02,9.23E-02,9.07E-02,7.08E-02,4.13E-02,3.67E-01,0.00E+00,0.143460349,0.189094304,0.177763917,-0.143460349,-3.16E-002,4.16E-003,1.57E-03,-9.83E-04,3.90E-04,-2.55E-04,2.09E+00,1.08E+00,1.088881958,1.322960775,1.117099997,0.331789321,0.339134913,0.758575892,0.785865087,0.241424108,0.276834964,1.115632915,0.252350829,0.552309506,0.436252701,0.244435941,5.915466648,0.580870522,30.1209515,86,20.01632035,19.59421512,0,1,0,0.160466027,0.839533973,0,0,0.160466027,0.258139452,0
mol_595,3.05,225.31377,189,257.05,16,14,1,0,1,0,0,0,0,0,17,3,0.176470588,0.117647059,0,0.705882353,0.3125,2,2,0,4,0,1.642758818,11.21733218,7.9150149,6.248709938,12.4567474,6.666666667,3.495198903,436,0.5,1.905738019,4.053804797,0,0,-4.18E-002,0,0.00E+00,0,0,20.19978741,2.261203704,0,0,2.473093348,0,0,0,0,4.229444444,0,0,0,0,0,0,0,0,0,0,0,4.711563681,0,0,0,0,0,0,0,0,0,1.136,0,0,12.28380549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1,0,8,0,0,0,0,1,0,0,0,0,0,0,0,2.894213681,2.775450414,4.34806317,0.083350545,44.45,14.47028966,0,0,0,1,0,0,0,1,0,-0.416329421,0,0,0,-0.416329421,1.717215426,0.219772875,0.110404285,-0.219772875,5.232983233,0.416329421,2.330355554,2.483041724,0.253918755,-0.416329421,0.27460186,-0.331895933,0.063723534,-0.11654455,-9.96E-003,-0.162729266,3.04E-02,0.747637828,3.04E-02,0.835958662,8.83E-02,3.04E-002,3.04E-02,1.24E-02,7.59E-02,3.67E-02,3.04E-02,3.04E-02,8.83E-02,3.67E-02,4.62E-02,6.60E-02,7.02E-02,7.32E-002,8.48E-002,7.34E-02,3.74E-01,0.00E+00,0.122191271,0.202327705,0.171900928,-0.122191271,-2.96E-002,4.39E-003,3.79E-03,-2.74E-03,1.11E-03,-6.51E-04,3.09E+00,2.07E+00,1.085950464,1.324213558,1.242612518,0.458543289,0.688904364,1.774854828,2.061095636,0.725145172,0.388038091,1.564108863,0.616060968,1.242238641,1.154210681,0.622928638,5.935023158,0.422361637,41.69945471,118,27.89115103,27.4470178,0,1,0,4.63E-003,0.99536969,0.00E+00,0,4.63E-003,0.187210606,0.00E+00
mol_596,2.54,163.24233,147,190.68,11,9,1,0,1,0,0,0,0,0,11,3,0.272727273,0.181818182,0,0.545454545,0.363636364,1,1,0,3,0,0.821379409,7.9413113,5.431851653,3.999817761,9.090909091,5.625,3.786982249,182,0.727272727,1.95831315,3.818614694,0,1.692453704,0,0,0,0,0,10.21892524,1.293055556,0,0,2.346276219,0,0,0,0,3.831889645,0,0,0,0,0,0,0,0,0,0,0,4.450732972,0,0,0,0,0,0,0,0,0,1.483527778,0,0,5.67996631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,2.793647739,2.574509502,4.05504769,0.237168111,44.45,12.81757391,0,0,0,1,0,0,0,1,0,-0.353254866,0,0,0,-0.353254866,1.190443865,0.232527086,6.23E-002,-0.232527086,4.28E+00,0.353254866,1.873182443,2.019140097,0.230211169,-0.413121126,0.290285391,-0.353886674,-9.00E-002,1.92E-003,-8.84E-02,4.90E-02,3.99E-02,6.90E-01,3.99E-02,0.812232281,1.22E-01,3.99E-002,3.99E-002,1.68E-02,1.04E-01,4.89E-02,3.99E-002,3.99E-02,1.22E-01,4.89E-02,6.05E-002,8.22E-02,8.65E-02,6.86E-02,5.36E-02,4.79E-02,3.34E-01,0.00E+00,6.91E-002,0.183192652,1.51E-01,-8.16E-002,-2.29E-002,5.74E-03,-1.14E-03,3.19E-03,-3.17E-03,1.39E-03,2.08E+00,1.05E+00,1.075344314,1.325037781,1.119323234,0.338737314,0.125,0.232722763,0.77039492,0.767277237,0.232348249,0.947480442,0.329976104,0.126481857,0.549434263,0.446096706,5.898642446,0.581936667,29.89499089,86,20.03096534,19.59421512,0,1,0,0.107313206,0.892686794,0,0,0.107313206,0.262971527,0
mol_597,3.05,199.27563,161,220.05,14,12,1,0,1,0,0,0,0,0,15,2,0.133333333,0.133333333,0,0.733333333,0.25,2,2,0,3,0,1.301855562,9.803118619,6.9150149,5.541603157,10.51555556,5.185595568,2.5344,303,0.571428571,1.875550995,3.763619955,0,0.615925926,0,0,0,0,0,14.47230912,1.194861111,2.480155896,0,2.389211782,0,0,0,0,3.956982237,0,0,0,0,0,0,0,0,0,0,0,4.557220595,0,0,0,0,0,0,0,0,0,0.925875,0,0,8.579086901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,2.805600889,2.564474724,4.226922213,0.24901799,44.45,13.88998792,0,0,0,1,0,0,0,1,0,-0.331096185,0,0,0,-0.331096185,1.37187166,0.228024933,7.52E-002,-0.228024933,4.34E+00,0.331096185,1.904826425,2.060403603,0.239983868,-0.355994975,0.222423584,-0.364617946,0.238494403,-9.29E-002,-0.32578203,-1.24E-02,3.34E-002,7.41E-01,3.34E-02,0.842390173,1.02E-01,3.34E-002,3.34E-002,1.40E-02,8.72E-02,4.21E-02,3.34E-02,3.34E-02,1.02E-01,4.21E-02,5.31E-002,7.68E-02,8.76E-02,8.08E-002,6.69E-02,5.01E-02,3.33E-01,0.00E+00,4.83E-002,0.183254879,1.50E-01,-0.101571186,-0.022612926,4.29E-003,2.61E-003,-3.09E-03,1.59E-03,-1.16E-03,2.07E+00,1.05E+00,1.074915918,1.327926368,1.053679046,0.415013725,0.406069528,0.331795677,0.516552893,0.609357157,0.153772654,1.057235489,0.234518784,0.457852557,0.387659542,0.389382288,6.004032632,0.486286014,37.06502637,104,24.23191423,25.03119696,0,1,0,5.22E-003,0.994780081,0.00E+00,0,5.22E-003,0.213912863,0.00E+00
mol_598,0.29,189.23689,154,188.92,13,10,1,1,1,0,0,0,0,0,13,0,0.230769231,0.307692308,0,0.461538462,0,1,1,0,2,0,0.821379409,9.518661569,6.325698503,4.975232964,11.07692308,6.453333333,4.6875,290,0.692307692,2.027147908,4.281744193,0,0,0,0,0,3.034861111,-0.389950869,9.489472422,0.954091081,0,0,2.011280077,0,0,0,0,3.278756141,0,0,0,0,0,0,10.83373441,0,0,0,0,4.287755627,0,0,0,0,0,0,0,0,0,0,0,2.768626543,5.992511954,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2,1,7,0,0,0,0,1,0,0,0,0,0,0,0,3.122719223,2.908872369,4.708482507,1.467286169,61.52,13.36395671,0,0,0,2,0,1,0,1,0,-1.074336864,0,-0.620874581,0,-0.453462282,1.977621192,0.651322345,0.278094875,-0.497807852,4.911593507,1.074336864,1.503062692,2.139878555,0.483764483,-0.620874581,-0.539711383,0.443775962,-0.131399208,-0.658996623,0.544539043,5.08E-002,9.83E-002,6.85E-01,9.83E-02,0.795359464,1.10E-01,0.06040679,3.79E-002,1.53E-002,9.47E-02,4.56E-02,6.04E-02,3.79E-02,0.110484802,4.56E-02,5.75E-002,7.50E-02,7.87E-02,6.55E-02,5.14E-02,4.53E-02,1.14E+00,4.65E-01,8.47E-002,0.461905927,1.84E-01,-0.46524203,-9.56E-002,8.11E-002,-9.22E-02,-4.86E-02,-5.03E-03,4.80E-03,1.35E+00,1.58E-01,0.584687566,1.25265567,0.412523376,0.280415832,0.266237111,0.22449894,0.161397102,0.140410228,0.229930955,0.690146914,3.63E-002,8.80E-002,1.38E-02,8.18E-04,6.02E+00,5.28E-01,34.27444905,98,20.87227463,21.26637861,0,1,0,1.57E-008,0.999999984,0.00E+00,0,1.57E-008,0.384615383,0.00E+00
mol_599,0.59,185.02595,115.5,137.6,9,7,0,1,0,0,0,1,0,1,9,0,0.222222222,0.111111111,0,0.666666667,0,1,1,0,1,0,0.821379409,6.690234444,4.325698503,3.534145948,7.111111111,3.239669421,2,90,0.666666667,2.180401746,2.808716591,0,0,0,0,0,0.825833333,0,7.196064815,1.700277778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.10247543,0,0,0,0,0,0,0,0,3.258681973,0,0,0,0,0,0,0,1.365222222,4.865652778,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2.078035,1.872477727,4.086629869,0.715959206,17.07,13.17889078,0,0,0,1,0,1,0,0,0,-0.52613757,0,-0.52613757,0,0,1.107328151,0.369231824,0.149657317,-0.369231824,2.731839885,0.52613757,1.044396443,1.14577268,0.301276365,-0.52613757,-9.40E-002,-0.249173766,6.58E-02,6.85E-002,-5.15E-02,-5.31E-03,8.31E-02,6.17E-01,2.77E-01,0.616654363,0.194358445,8.31E-002,8.31E-002,2.14E-02,1.08E-01,5.24E-02,0.194358445,8.31E-02,0.107790027,5.24E-02,6.78E-002,1.23E-01,1.30E-01,6.47E-002,3.17E-002,2.02E-02,8.23E-01,3.43E-01,0,0.426507863,0.246431456,-0.343262362,-9.69E-002,3.55E-002,-3.28E-02,1.74E-02,1.34E-03,-1.83E-02,7.86E-01,5.71E-02,0.215979753,9.35E-01,0.1079051,0.138701795,8.28E-002,4.67E-002,3.93E-02,3.68E-03,4.58E-04,3.56E-02,1.84E-04,1.71E-02,1.64E-03,7.22E-03,6.06E+00,7.38E-01,24.90414248,90,15.46503177,15.0111504,0,0,0,0,1,0,0,0,0.222222222,0
mol_600,-0.06,120.15196,112,153.87,9,8,0,1,0,0,0,0,0,0,9,0,0.222222222,0.111111111,0,0.666666667,0,1,1,0,1,0,0.821379409,6.690234444,4.325698503,3.534145948,7.111111111,3.239669421,2,90,0.666666667,2.180401746,2.808716591,1.99462585,0,0,0,0,0.846666667,0,7.456481481,1.917777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11778156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528841837,0,1.354805556,4.735444444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1.936651105,1.872477727,3.029735824,0.850353052,17.07,11.47187441,0,0,0,1,0,1,0,0,0,-0.531768943,0,-0.531768943,0,0,1.215131819,0.369261142,0.149656346,-0.369261142,4.049674128,0.531768943,1.64995594,1.867949244,0.290129986,-0.620444541,-0.166328753,8.39E-002,-0.224673368,-6.68E-02,-6.99E-002,0.397478066,8.31E-02,0.753395324,8.31E-02,0.753395324,1.30E-01,8.31E-002,8.31E-002,2.13E-02,1.30E-01,5.88E-02,8.31E-002,8.31E-02,1.30E-01,5.88E-02,6.66E-002,1.15E-01,1.27E-01,7.26E-002,3.14E-002,1.97E-02,7.73E-01,0.338072134,0,0.435120836,0.249292398,-0.338072134,-9.54E-002,3.64E-002,-3.49E-02,2.11E-02,-1.91E-02,0.00E+00,8.02E-01,0.854495051,0.217426042,0.281996276,0.108964797,0.142685565,8.19E-002,4.65E-002,3.67E-02,0.00E+00,9.25E-02,0.133504232,1.11E-01,2.18E-002,0.04099856,0.00E+00,5.871605889,0.738553545,23.34005161,64,14.85027244,14.14700156,0,0,0,0,1,0,0,0,0.222222222,0
mol_601,-0.13,124.11535,94.5,121.87,9,7,0,1,0,1,0,0,0,1,9,0,0.222222222,0.111111111,0,0.666666667,0,1,1,0,1,0,0.821379409,6.690234444,4.325698503,3.534145948,7.111111111,3.239669421,2,90,0.666666667,2.180401746,2.808716591,0,0,0,0,0,0.68,0,5.373148148,0.177777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.995332577,0,0,0,0,0,0,12.10707483,0,0,0,0,0,0,0,0,0,1.396472222,5.256277778,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1.971410893,1.872477727,3.127324004,0.625523698,17.07,11.59120448,0,0,0,1,0,1,0,0,0,-0.531991687,0,-0.531991687,0,0,1.316734678,0.369168741,0.149659441,-0.369168741,3.45491932,0.531991687,1.039437134,1.61990947,0.389845565,-0.531991687,-0.371753531,-6.43E-002,0.137753636,9.83E-02,-0.270790433,9.18E-02,0.097171551,7.79E-01,9.82E-002,0.778601049,1.27E-01,0.097171551,0.097171551,0.024935226,0.126866656,7.31E-002,0.097171551,9.88E-04,0.126866656,7.31E-02,0.092273,1.32E-01,0.119767357,6.79E-002,2.27E-002,1.20E-04,9.13E-01,3.48E-01,0,0.477882862,0.245137248,-0.347911001,-0.101897304,3.94E-002,-0.040108846,2.82E-02,5.77E-003,-3.05E-02,7.76E-01,1.90E-01,0.222153777,0.78514345,0.106393364,0.138717163,8.19E-002,4.58E-002,4.05E-02,5.41E-03,1.55E-02,9.66E-02,2.65E-03,5.01E-02,2.38E-03,1.93E-002,6.04E+00,8.63E-01,21.14888117,64,12.47543671,12.07736256,0,0,0,0,1,0,0,0,0.222222222,0
mol_602,-0.09,134.13542,105,142.32,10,8,0,2,0,0,0,0,0,0,10,0,0.2,0.2,0,0.6,0,1,1,0,1,0,0.821379409,7.397341225,4.863703305,3.703247927,8.1,4,2.285714286,125,0.7,2.173831978,3.158762064,0,0,0,0,0,1.489251701,0,6.431481481,1.177037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.23556311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.782683673,5.1195,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,5,0,2,0,0,0,0,0,0,0,0,0,0,2.204915146,2.11896201,3.467550794,0,34.14,11.92036879,0,0,0,2,0,2,0,0,0,-1.029142244,0,-1.029142244,0,0,1.6867873,0.738495734,0.149656754,-0.369247867,3.636557139,1.029142244,1.221503609,1.385911286,0.29838748,-0.514571122,-0.250712398,-0.436230998,0.22731897,9.78E-002,-0.056862404,-1.98E-01,0.161868474,0.71502287,0.161868474,0.71502287,0.104992856,8.09E-002,8.09E-002,2.07E-02,1.05E-01,6.02E-02,8.09E-002,8.09E-02,1.05E-01,6.02E-02,7.13E-002,1.10E-01,1.24E-01,0.077407523,3.24E-002,2.12E-002,1.31E+00,6.54E-01,0,0.653825399,0.249712692,-0.3269127,-0.15767715,3.66E-002,-8.55E-003,-4.52E-02,5.94E-02,-1.63E-01,7.44E-01,0.744380752,0.134978424,0.246042154,0.100075842,0.105240513,8.71E-002,6.22E-002,4.64E-02,2.79E-02,7.01E-02,1.33E-01,1.01E-01,3.23E-002,6.29E-002,6.98E-05,5.98E+00,7.19E-01,24.85552747,70,14.36395154,14.21823291,0,0,0,0,1,0,0,0,0.4,0
mol_603,-0.05,136.15136,119,159.74,10,8,0,2,0,0,0,0,0,0,10,1,0.3,0.1,0,0.6,0.2,1,1,0,1,0,0.821379409,7.397341225,4.863703305,3.703247927,8.1,4,2.285714286,125,0.7,2.173831978,3.158762064,1.593171296,0,0,0,0,0.805,0,6.935648148,1.436481481,0,0,0,0,0,0,0,0,0,0,0,0,4.897738095,0,10.16529431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686589923,0,1.386664966,5.123666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2.198980251,2.11896201,3.498711672,1.257827973,26.3,12.07791424,0,0,0,2,0,2,0,0,0,-1.014815703,0,-1.014815703,0,0,1.626831519,0.628573847,0.149659185,-0.369177352,4.594259013,1.014815703,1.64918437,1.93025894,0.353005307,-0.544839954,-0.301303793,-0.296949647,0.427067552,-0.319669614,-0.340261475,0.263739399,9.11E-002,0.757756051,9.11E-02,0.757756051,1.45E-01,7.84E-002,1.27E-002,2.01E-02,1.45E-01,5.86E-02,7.84E-002,1.27E-02,1.45E-01,5.86E-02,6.00E-002,9.74E-02,1.11E-01,8.61E-02,4.01E-002,2.11E-02,1.14E+00,5.69E-01,0,0.566402371,0.23801607,-0.36373255,-0.111864116,3.95E-002,-0.050410232,4.14E-02,3.09E-002,-7.46E-02,7.42E-01,2.75E-01,0.234144332,0.688985726,0.102419606,0.134041682,8.20E-002,0.043283028,4.50E-02,1.22E-002,7.79E-003,1.45E-01,1.81E-03,0.066365882,4.60E-03,2.50E-002,6.10E+00,6.96E-01,26.67696779,72,15.2648409,14.74969089,0,0,0,0,1,0,0,0,0.4,0
mol_604,0.07,150.1784,140,186.95,11,9,0,2,0,0,0,0,0,0,11,2,0.363636364,9.09E-002,0,5.45E-01,0.227272727,1,1,0,1,0,0.821379409,8.104448007,5.363703305,4.083674771,9.090909091,4.792899408,2.844444444,170,0.727272727,2.136413289,3.55220802,1.924240993,0.65321027,0,0,0,0.815204082,0,7.038148148,1.478289872,0,0,0,0,0,0,0,0,0,0,0,0,5.189404762,0,10.23483521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.243164415,0,1.389789966,5.150777778,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2.47081536,2.394898159,4.023487285,1.431705685,26.3,12.50751066,0,0,0,2,0,2,0,0,0,-1.03537789,0,-1.03537789,0,0,1.702048305,0.626518033,0.149659185,-0.36917735,5.400407354,1.03537789,2.060261005,2.30476846,0.348590287,-0.578601199,-0.355934721,-0.112228563,-1.72E-002,0.344285575,-7.14E-01,0.167926323,8.27E-002,0.747451286,8.27E-02,0.747451286,1.04E-01,6.99E-002,1.28E-002,1.79E-02,1.04E-01,5.23E-02,6.99E-002,1.28E-02,1.04E-01,5.23E-02,5.77E-002,8.47E-02,9.18E-02,8.05E-02,5.54E-02,3.17E-002,1.12E+00,5.52E-01,0,0.564218784,0.2391914,-0.361724947,-0.111224893,4.06E-002,-5.07E-002,4.21E-02,2.65E-02,-6.87E-02,7.47E-01,0.286215631,0.233746263,0.676360886,0.102869157,0.135166564,8.17E-002,4.35E-002,4.43E-02,1.12E-02,1.16E-02,1.47E-01,2.38E-03,6.81E-002,4.28E-03,2.53E-02,6.03E+00,6.21E-01,29.27700305,80,17.47188485,16.5874898,0,0,0,0,1,0,0,0,0.363636364,0
mol_605,0.01,120.15196,112,153.87,9,8,0,1,0,0,0,0,0,0,9,0,0.222222222,0.111111111,0,0.666666667,0,1,1,0,1,0,0.821379409,6.690234444,4.342535255,3.43006888,7.111111111,3.239669421,1.704142012,86,0.555555556,2.297255884,2.624669291,1.92037037,0,0,0,0,0.87037037,0,7.505092593,1.810185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.22731481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572875,0,1.36175,4.638875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1.800343783,1.749779528,2.70559405,0.803872297,17.07,11.47444722,0,0,0,1,0,1,0,0,0,-0.531542855,0,-0.531542855,0,0,1.219541873,0.367938675,0.149921219,-0.367938675,4.051795162,0.531542855,1.653316638,1.866935669,0.286830185,-0.621960798,-0.143016739,2.57E-002,-0.337997878,3.31E-01,-0.196509035,5.78E-002,8.30E-002,7.54E-01,8.30E-02,0.754003724,1.30E-01,8.30E-002,8.30E-002,2.13E-02,1.30E-01,6.18E-02,8.30E-002,8.30E-02,1.30E-01,6.18E-02,6.86E-002,1.09E-01,1.28E-01,9.52E-002,3.37E-002,3.41E-03,7.74E-01,3.38E-01,0,0.435499809,0.2495072,-0.338451634,-9.68E-002,0.042905747,-4.17E-02,1.45E-002,-1.13E-02,0.00E+00,8.05E-01,0.910253332,0.213049747,0.277583054,0.108727402,0.141007755,8.32E-002,4.79E-002,3.69E-02,0.00E+00,1.04E-01,0.119421389,0.129121078,2.58E-002,1.44E-002,0.00E+00,5.87E+00,0.738401389,23.36799472,64,14.85083668,14.14700156,0,0,0,0,1,0,0,0,0.222222222,0
mol_606,0.41,140.56995,108.5,132.34,9,7,0,1,0,0,1,0,0,1,9,0,0.222222222,0.111111111,0,0.666666667,0,1,1,0,1,0,0.821379409,6.690234444,4.325698503,3.54605133,7.111111111,3.239669421,2,88,0.555555556,2.231651619,2.708012802,0,0,0,0,0,0.769722222,0,6.799660494,1.210277778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.10006173,0,0,0,0,0,0,0,5.564722222,0,0,0,0,0,0,0,0,1.383916667,4.919578704,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1.931533268,1.805341868,3.136924603,0.600492752,17.07,12.06214512,0,0,0,1,0,1,0,0,0,-0.510133396,0,-0.510133396,0,0,1.139289696,0.368552897,0.149708981,-0.368552897,2.750728479,0.510133396,1.055022273,1.096339143,0.316698977,-0.510133396,-0.100939778,-0.229855499,7.67E-002,-5.55E-002,1.11E-01,-7.02E-02,7.92E-002,5.80E-01,3.19E-01,0.579738647,0.240001953,7.92E-002,7.92E-002,2.06E-02,1.03E-01,4.22E-02,0.240001953,7.92E-02,0.102530741,4.22E-02,6.10E-002,1.23E-01,1.16E-01,8.79E-002,4.23E-002,2.02E-03,7.33E-01,3.36E-01,0,0.329909175,0.249619247,-0.336242782,-9.11E-002,2.07E-002,-1.70E-02,2.30E-02,-2.62E-02,0.00E+00,7.98E-01,5.11E-002,0.213876329,9.49E-01,0.109974736,0.141805913,8.32E-002,0.047066238,3.64E-02,0,9.20E-04,3.16E-002,2.28E-04,1.66E-02,6.59E-05,0.00E+00,6.22E+00,0.703285072,27.53356565,72,14.38808966,14.18136272,0,0,0,0,1,0,0,0,0.222222222,0
